
iter,llc_rd,llc_wr,mem_rd,mem_wr,decision,token
7698,3,0,1,1,-,344000
7699,3,1,1,0,-,344000
7700,3,1,1,1,-,344000
7701,3,2,1,0,-,344000
7702,4,0,0,0,-,344000
7703,3,2,2,1,-,344000
7704,4,4,0,0,-,344000
7705,3,2,1,0,-,344000
7706,4,3,1,1,-,344000
7707,3,3,1,0,-,344000
7708,4,3,1,1,-,344000
7709,3,2,1,0,-,344000
7710,4,4,0,0,-,344000
7711,3,2,1,1,-,344000
7712,5,2,2,2,-,344000
7713,3,1,0,0,-,344000
7714,3,4,2,2,-,344000
7715,2,3,0,0,-,344000
7716,3,2,2,2,-,344000
7717,3,1,0,0,-,344000
7718,3,1,1,1,-,344000
7719,3,1,1,1,-,344000
7720,4,0,1,1,-,344000
7721,3,1,0,0,-,344000
7722,4,3,2,2,-,344000
7723,3,2,0,0,-,344000
7724,4,1,2,2,-,344000
7725,3,2,0,0,-,344000
7726,3,2,1,1,-,344000
7727,3,2,1,1,-,344000
7728,3,2,1,1,-,344000
7729,4,2,0,0,-,344000
7730,3,2,2,2,-,344000
7731,4,2,0,0,-,344000
7732,3,2,1,1,-,344000
7733,4,2,1,1,-,344000
7734,3,1,1,1,-,344000
7735,4,2,1,1,-,344000
7736,3,2,1,1,-,344000
7737,4,4,0,0,-,344000
7738,3,2,2,2,-,344000
7739,4,3,0,0,-,344000
7740,3,2,1,1,-,344000
7741,4,1,1,0,-,344000
7742,3,1,1,1,-,344000
7743,4,3,1,0,-,344000
7744,3,2,1,1,-,344000
7745,4,3,0,0,-,344000
7746,3,3,2,1,-,344000
7747,4,4,0,0,-,344000
7748,3,2,1,1,-,344000
7749,4,2,1,0,-,344000
7750,3,1,1,1,-,344000
7751,4,1,1,0,-,344000
7752,3,2,1,1,-,344000
7753,4,4,0,0,-,344000
7754,3,2,2,1,-,344000
7755,4,0,0,0,-,344000
7756,3,2,1,1,-,344000
7757,4,2,1,0,-,344000
7758,3,1,1,1,-,344000
7759,4,2,1,0,-,344000
7760,3,2,1,1,-,344000
7761,4,1,0,0,-,344000
7762,3,1,2,1,-,344000
7763,4,3,0,0,-,344000
7764,3,2,1,1,-,344000
7765,4,1,1,0,-,344000
7766,3,2,1,1,-,344000
7767,4,2,1,0,-,344000
7768,3,1,1,1,-,344000
7769,3,3,0,0,-,344000
7770,3,2,2,1,-,344000
7771,3,2,0,0,-,344000
7772,4,1,1,1,-,344000
7773,4,2,1,0,-,344000
7774,4,4,0,0,-,344000
7775,3,0,0,0,-,344000
7776,3,3,1,0,-,344000
7777,2,2,1,0,-,344000
7778,4,2,1,0,-,344000
7779,3,1,1,1,-,344000
7780,4,2,0,0,-,344000
7781,3,1,2,1,-,344000
7782,4,3,0,0,-,344000
7783,3,1,1,1,-,344000
7784,4,4,1,0,-,344000
7785,3,0,0,0,-,344000
7786,5,3,2,0,-,344000
7787,3,3,1,0,-,344000
7788,4,1,0,0,-,344000
7789,3,2,2,0,-,344000
7790,4,2,0,0,-,344000
7791,3,3,1,0,-,344000
7792,4,3,1,0,-,344000
7793,3,2,1,0,-,344000
7794,4,2,1,0,-,344000
7795,3,2,1,0,-,344000
7796,4,3,0,0,-,344000
7797,3,3,2,0,-,344000
7798,3,2,0,0,-,344000
7799,3,3,0,0,-,344000
7800,2,2,1,0,-,344000
7801,3,3,0,0,-,344000
7802,3,1,1,0,-,344000
7803,3,1,1,0,-,344000
7804,3,1,1,0,-,344000
7805,4,2,1,0,-,344000
7806,3,1,1,0,-,344000
7807,4,1,0,0,-,344000
7808,3,2,2,0,-,344000
7809,4,3,0,0,-,344000
7810,3,2,1,0,-,344000
7811,4,3,1,0,-,344000
7812,3,1,1,0,-,344000
7813,4,2,1,0,-,344000
7814,3,1,1,0,-,344000
7815,4,1,0,0,-,344000
7816,3,1,2,0,-,344000
7817,4,2,0,0,-,344000
7818,3,1,1,0,-,344000
7819,4,3,1,0,-,344000
7820,3,2,1,0,-,344000
7821,4,0,1,0,-,344000
7822,3,2,1,0,-,344000
7823,4,2,0,0,-,344000
7824,3,2,2,1,-,344000
7825,4,1,0,0,-,344000
7826,3,1,1,1,-,344000
7827,4,2,1,0,-,344000
7828,3,3,1,1,-,344000
7829,4,3,1,0,-,344000
7830,3,1,1,1,-,344000
7831,4,2,0,0,-,344000
7832,3,1,2,1,-,344000
7833,4,3,0,0,-,344000
7834,3,1,1,1,-,344000
7835,4,3,1,0,-,344000
7836,3,2,1,1,-,344000
7837,4,3,1,0,-,344000
7838,3,3,1,1,-,344000
7839,4,4,0,0,-,344000
7840,3,1,2,1,-,344000
7841,4,2,0,0,-,344000
7842,3,0,1,1,-,344000
7843,4,2,1,0,-,344000
7844,4,3,1,1,-,344000
7845,5,2,1,0,-,344000
7846,3,0,1,1,-,344000
7847,4,2,0,0,-,344000
7848,3,1,2,1,-,344000
7849,4,3,0,0,-,344000
7850,3,3,1,1,-,344000
7851,3,2,1,0,-,344000
7852,3,3,1,1,-,344000
7853,3,1,0,0,-,344000
7854,3,2,1,1,-,344000
7855,3,2,0,0,-,344000
7856,4,3,2,1,-,344000
7857,3,2,0,0,-,344000
7858,4,1,0,0,-,344000
7859,2,2,1,0,-,344000
7860,4,3,0,0,-,344000
7861,3,2,1,0,-,344000
7862,4,3,1,0,-,344000
7863,3,1,1,0,-,344000
7864,4,3,1,0,-,344000
7865,3,2,1,0,-,344000
7866,4,3,0,0,-,344000
7867,3,2,2,0,-,344000
7868,4,2,0,0,-,344000
7869,3,2,1,0,-,344000
7870,4,3,1,0,-,344000
7871,3,2,1,0,-,344000
7872,4,1,1,0,-,344000
7873,3,2,1,0,-,344000
7874,4,2,0,0,-,344000
7875,3,1,2,0,-,344000
7876,4,3,0,0,-,344000
7877,3,2,1,0,-,344000
7878,5,1,1,0,-,344000
7879,3,3,1,0,-,344000
7880,4,2,1,0,-,344000
7881,3,3,1,0,-,344000
7882,4,4,0,0,-,344000
7883,3,3,2,0,-,344000
7884,3,1,0,0,-,344000
7885,3,1,1,0,-,344000
7886,3,2,1,0,-,344000
7887,3,1,1,0,-,344000
7888,3,2,0,0,-,344000
7889,3,1,1,0,-,344000
7890,3,1,0,0,-,344000
7891,3,2,2,0,-,344000
7892,3,2,0,0,-,344000
7893,4,2,1,0,-,344000
7894,3,1,1,0,-,344000
7895,4,2,1,0,-,344000
7896,3,1,0,0,-,344000
7897,4,2,2,0,-,344000
7898,3,3,0,0,-,344000
7899,4,3,2,0,-,344000
7900,3,2,0,0,-,344000
7901,3,2,1,0,-,344000
7902,2,1,1,0,-,344000
7903,3,0,1,0,-,344000
7904,3,1,0,0,-,344000
7905,3,2,2,0,-,344000
7906,2,2,0,0,-,344000
7907,3,1,2,0,-,344000
7908,2,1,0,0,-,344000
7909,3,2,1,0,-,344000
7910,3,2,1,0,-,344000
7911,4,3,1,0,-,344000
7912,3,2,0,0,-,344000
7913,4,2,2,0,-,344000
7914,3,1,0,0,-,344000
7915,4,1,2,0,-,344000
7916,3,2,0,0,-,344000
7917,4,3,1,0,-,344000
7918,3,2,1,0,-,344000
7919,4,2,1,0,-,344000
7920,3,0,0,0,-,344000
7921,4,3,2,0,-,344000
7922,3,2,0,0,-,344000
7923,4,1,2,0,-,344000
7924,3,2,0,0,-,344000
7925,4,4,1,0,-,344000
7926,3,2,1,0,-,344000
7927,4,3,1,0,-,344000
7928,3,3,0,0,-,344000
7929,4,3,2,0,-,344000
7930,3,1,0,0,-,344000
7931,4,0,2,0,-,344000
7932,3,2,0,0,-,344000
7933,4,1,1,0,-,344000
7934,3,2,2,0,-,344000
7935,4,2,0,0,-,344000
7936,3,1,1,0,-,344000
7937,4,1,1,0,-,344000
7938,3,0,1,0,-,344000
7939,4,3,1,0,-,344000
7940,3,1,1,0,-,344000
7941,4,1,0,0,-,344000
7942,3,1,2,0,-,344000
7943,4,2,0,0,-,344000
7944,3,2,1,0,-,344000
7945,3,4,1,0,-,344000
7946,3,2,1,0,-,344000
7947,4,1,0,0,-,344000
7948,3,1,1,0,-,344000
7949,3,3,0,0,-,344000
7950,2,2,2,0,-,344000
7951,2,1,0,0,-,344000
7952,3,1,1,0,-,344000
7953,2,1,1,0,-,344000
7954,4,1,1,0,-,344000
7955,3,2,0,0,-,344000
7956,4,3,2,0,-,344000
7957,3,2,0,0,-,344000
7958,4,2,2,0,-,344000
7959,3,3,0,0,-,344000
7960,4,3,1,0,-,344000
7961,3,1,1,0,-,344000
7962,4,2,1,0,-,344000
7963,3,1,0,0,-,344000
7964,4,3,2,0,-,344000
7965,3,2,0,0,-,344000
7966,4,0,2,0,-,344000
7967,3,1,0,0,-,344000
7968,4,2,1,0,-,344000
7969,4,2,1,0,-,344000
7970,4,4,1,0,-,344000
7971,3,2,0,0,-,344000
7972,4,2,2,0,-,344000
7973,3,1,0,0,-,344000
7974,4,1,2,0,-,344000
7975,3,1,0,0,-,344000
7976,4,4,1,0,-,344000
7977,3,1,1,0,-,344000
7978,4,2,1,0,-,344000
7979,3,3,0,0,-,344000
7980,4,1,2,0,-,344000
7981,3,2,0,0,-,344000
7982,4,2,2,0,-,344000
7983,3,1,0,0,-,344000
7984,4,0,1,0,-,344000
7985,3,2,1,0,-,344000
7986,4,2,1,0,-,344000
7987,3,0,0,0,-,344000
7988,4,3,2,0,-,344000
7989,3,2,0,0,-,344000
7990,4,2,2,0,-,344000
7991,3,2,0,0,-,344000
7992,4,4,1,0,-,344000
7993,3,2,1,0,-,344000
7994,3,3,1,0,-,344000
7995,3,2,0,0,-,344000
7996,3,2,2,0,-,344000
7997,4,2,0,0,-,344000
7998,3,1,1,0,-,344000
7999,4,1,1,0,-,344000
8000,3,3,1,0,-,344000
8001,4,3,1,0,-,344000
8002,3,2,1,0,-,344000
8003,4,3,0,0,-,344000
8004,3,1,2,0,-,344000
8005,4,3,0,0,-,344000
8006,3,1,0,0,-,344000
8007,3,2,2,0,-,344000
8008,3,2,0,0,-,344000
8009,4,4,2,0,-,344000
8010,3,1,0,0,-,344000
8011,4,0,1,0,-,344000
8012,3,3,1,0,-,344000
8013,4,2,1,0,-,344000
8014,3,0,0,0,-,344000
8015,4,3,2,0,-,344000
8016,4,2,0,0,-,344000
8017,4,3,2,0,-,344000
8018,3,2,0,0,-,344000
8019,4,3,1,0,-,344000
8020,3,1,1,0,-,344000
8021,4,3,1,0,-,344000
8022,3,2,0,0,-,344000
8023,4,2,2,0,-,344000
8024,3,1,0,0,-,344000
8025,4,3,2,0,-,344000
8026,3,2,0,0,-,344000
8027,4,4,1,0,-,344000
8028,3,2,1,0,-,344000
8029,4,3,1,0,-,344000
8030,3,3,0,0,-,344000
8031,3,2,2,0,-,344000
8032,4,2,0,0,-,344000
8033,3,2,1,0,-,344000
8034,4,1,1,0,-,344000
8035,3,1,1,0,-,344000
8036,4,2,1,0,-,344000
8037,3,3,1,0,-,344000
8038,4,0,0,0,-,344000
8039,3,3,2,0,-,344000
8040,4,3,0,0,-,344000
8041,3,2,1,0,-,344000
8042,4,2,1,0,-,344000
8043,3,1,1,0,-,344000
8044,5,0,1,0,-,344000
8045,3,1,1,0,-,344000
8046,4,2,0,0,-,344000
8047,3,2,1,0,-,344000
8048,3,2,0,0,-,344000
8049,2,2,0,0,-,344000
8050,3,1,1,0,-,344000
8051,3,2,0,0,-,344000
8052,4,1,2,0,-,344000
8053,3,2,0,0,-,344000
8054,4,1,1,0,-,344000
8055,3,1,1,0,-,344000
8056,4,2,1,0,-,344000
8057,3,1,0,0,-,344000
8058,4,3,2,0,-,344000
8059,3,2,0,0,-,344000
8060,4,2,2,0,-,344000
8061,3,1,0,0,-,344000
8062,4,2,1,0,-,344000
8063,3,1,1,0,-,344000
8064,4,1,1,0,-,344000
8065,3,1,0,0,-,344000
8066,4,2,2,0,-,344000
8067,3,0,0,0,-,344000
8068,4,0,2,0,-,344000
8069,3,2,0,0,-,344000
8070,4,4,1,0,-,344000
8071,3,1,1,0,-,344000
8072,4,3,1,0,-,344000
8073,3,1,0,0,-,344000
8074,4,3,2,0,-,344000
8075,3,2,0,0,-,344000
8076,4,3,2,0,-,344000
8077,3,3,0,0,-,344000
8078,4,2,1,0,-,344000
8079,3,1,1,0,-,344000
8080,4,0,0,0,-,344000
8081,4,1,1,0,-,344000
8082,4,2,2,0,-,344000
8083,3,1,0,0,-,344000
8084,4,3,2,0,-,344000
8085,3,1,0,0,-,344000
8086,4,4,1,0,-,344000
8087,3,2,1,0,-,344000
8088,4,2,1,0,-,344000
8089,3,1,0,0,-,344000
8090,4,1,2,0,-,344000
8091,3,2,0,0,-,344000
8092,4,4,1,0,-,344000
8093,3,1,0,0,-,344000
8094,4,1,1,0,-,344000
8095,3,0,1,0,-,344000
8096,4,3,1,0,-,344000
8097,3,2,0,0,-,344000
8098,3,2,2,0,-,344000
8099,3,2,0,0,-,344000
8100,2,2,0,0,-,344000
8101,3,1,1,0,-,344000
8102,3,2,0,0,-,344000
8103,4,2,2,0,-,344000
8104,3,1,0,0,-,344000
8105,4,2,1,0,-,344000
8106,3,2,1,0,-,344000
8107,4,1,1,0,-,344000
8108,3,3,0,0,-,344000
8109,4,2,2,0,-,344000
8110,3,0,0,0,-,344000
8111,4,3,2,0,-,344000
8112,3,0,0,0,-,344000
8113,4,3,1,0,-,344000
8114,3,1,1,0,-,344000
8115,4,2,1,0,-,344000
8116,3,2,0,0,-,344000
8117,4,2,2,0,-,344000
8118,3,1,0,0,-,344000
8119,4,0,2,0,-,344000
8120,3,2,0,0,-,344000
8121,4,3,1,0,-,344000
8122,3,1,1,0,-,344000
8123,4,1,1,0,-,344000
8124,3,3,0,0,-,344000
8125,5,3,2,0,-,344000
8126,3,3,0,0,-,344000
8127,4,3,2,0,-,344000
8128,4,1,0,0,-,344000
8129,4,1,1,0,-,344000
8130,3,2,1,0,-,344000
8131,4,2,1,0,-,344000
8132,3,1,0,0,-,344000
8133,4,2,2,0,-,344000
8134,3,1,0,0,-,344000
8135,4,2,2,0,-,344000
8136,3,3,0,0,-,344000
8137,4,2,1,0,-,344000
8138,3,3,1,0,-,344000
8139,3,3,1,0,-,344000
8140,3,2,0,0,-,344000
8141,3,1,2,0,-,344000
8142,4,2,0,0,-,344000
8143,3,2,1,0,-,344000
8144,4,1,1,0,-,344000
8145,3,3,1,0,-,344000
8146,4,4,1,0,-,344000
8147,3,2,1,0,-,344000
8148,4,4,0,0,-,344000
8149,3,2,2,0,-,344000
8150,4,2,0,0,-,344000
8151,3,2,1,0,-,344000
8152,4,1,1,0,-,344000
8153,3,2,1,0,-,344000
8154,4,3,1,0,-,344000
8155,3,2,1,0,-,344000
8156,4,1,1,0,-,344000
8157,3,1,1,0,-,344000
8158,4,4,1,0,-,344000
8159,3,3,0,0,-,344000
8160,4,1,2,0,-,344000
8161,3,0,0,0,-,344000
8162,4,1,2,0,-,344000
8163,3,1,0,0,-,344000
8164,4,3,1,0,-,344000
8165,3,3,1,0,-,344000
8166,4,3,1,0,-,344000
8167,3,1,0,0,-,344000
8168,4,3,2,0,-,344000
8169,3,2,0,0,-,344000
8170,4,3,2,0,-,344000
8171,3,3,0,0,-,344000
8172,4,1,1,0,-,344000
8173,3,2,1,0,-,344000
8174,4,2,1,0,-,344000
8175,3,2,0,0,-,344000
8176,3,3,2,0,-,344000
8177,3,2,0,0,-,344000
8178,3,1,1,0,-,344000
8179,3,1,0,0,-,344000
8180,3,2,1,0,-,344000
8181,3,3,1,0,-,344000
8182,3,3,1,0,-,344000
8183,4,2,0,0,-,344000
8184,3,3,2,0,-,344000
8185,3,3,0,0,-,344000
8186,2,3,1,0,-,344000
8187,3,1,1,0,-,344000
8188,3,2,1,0,-,344000
8189,5,2,1,0,-,344000
8190,3,2,1,0,-,344000
8191,4,3,0,0,-,344000
8192,3,1,2,0,-,344000
8193,4,2,0,0,-,344000
8194,3,1,1,0,-,344000
8195,4,3,1,0,-,344000
8196,3,2,1,0,-,344000
8197,4,1,1,0,-,344000
8198,3,0,1,0,-,344000
8199,4,2,0,0,-,344000
8200,3,2,2,0,-,344000
8201,4,3,0,0,-,344000
8202,3,3,1,0,-,344000
8203,4,4,1,0,-,344000
8204,3,2,1,0,-,344000
8205,4,3,1,0,-,344000
8206,3,1,1,0,-,344000
8207,4,2,0,0,-,344000
8208,3,2,2,0,-,344000
8209,4,3,0,0,-,344000
8210,3,3,1,0,-,344000
8211,3,2,1,0,-,344000
8212,4,2,1,0,-,344000
8213,3,2,0,0,-,344000
8214,4,2,2,0,-,344000
8215,3,2,0,0,-,344000
8216,4,3,2,0,-,344000
8217,3,2,0,0,-,344000
8218,4,3,1,0,-,344000
8219,3,2,1,0,-,344000
8220,4,3,1,0,-,344000
8221,3,2,0,0,-,344000
8222,4,4,2,0,-,344000
8223,3,2,0,0,-,344000
8224,4,3,2,0,-,344000
8225,3,2,0,0,-,344000
8226,4,1,1,0,-,344000
8227,3,3,1,0,-,344000
8228,4,3,0,0,-,344000
8229,2,0,1,0,-,344000
8230,5,1,1,0,-,344000
8231,3,2,1,0,-,344000
8232,4,2,1,0,-,344000
8233,3,2,1,0,-,344000
8234,4,0,0,0,-,344000
8235,3,0,2,0,-,344000
8236,4,0,0,0,-,344000
8237,3,1,1,0,-,344000
8238,4,4,1,0,-,344000
8239,3,0,1,0,-,344000
8240,4,4,1,0,-,344000
8241,3,1,1,0,-,344000
8242,4,3,0,0,-,344000
8243,3,1,2,0,-,344000
8244,4,3,0,0,-,344000
8245,3,3,1,0,-,344000
8246,4,2,1,0,-,344000
8247,3,2,1,0,-,344000
8248,4,2,1,0,-,344000
8249,3,1,1,0,-,344000
8250,4,2,0,0,-,344000
8251,3,1,2,0,-,344000
8252,4,2,0,0,-,344000
8253,3,2,1,0,-,344000
8254,4,0,1,0,-,344000
8255,3,2,1,0,-,344000
8256,4,3,0,0,-,344000
8257,4,1,1,0,-,344000
8258,3,2,0,0,-,344000
8259,4,3,2,0,-,344000
8260,3,3,0,0,-,344000
8261,4,2,1,0,-,344000
8262,3,1,1,1,-,344000
8263,4,2,1,0,-,344000
8264,3,2,0,0,-,344000
8265,4,2,2,0,-,344000
8266,3,2,0,0,-,344000
8267,4,2,2,0,-,344000
8268,3,1,0,0,-,344000
8269,4,2,1,0,-,344000
8270,3,1,1,1,-,344000
8271,4,2,1,0,-,344000
8272,3,2,0,0,-,344000
8273,4,0,2,1,-,344000
8274,3,2,0,0,-,344000
8275,4,3,2,1,-,344000
8276,3,2,0,0,-,344000
8277,3,3,0,0,-,344000
8278,2,1,1,1,-,344000
8279,3,2,0,0,-,344000
8280,3,1,1,0,-,344000
8281,4,2,1,0,-,344000
8282,3,3,1,0,-,344000
8283,4,3,1,0,-,344000
8284,3,1,1,0,-,344000
8285,4,2,0,0,-,344000
8286,3,2,2,0,-,344000
8287,4,3,0,0,-,344000
8288,3,2,1,0,-,344000
8289,4,4,1,0,-,344000
8290,3,3,1,0,-,344000
8291,4,1,0,0,-,344000
8292,3,1,1,0,-,344000
8293,3,1,0,0,-,344000
8294,3,2,2,0,-,344000
8295,3,1,0,0,-,344000
8296,4,1,1,0,-,344000
8297,3,2,1,0,-,344000
8298,4,3,1,0,-,344000
8299,3,2,0,0,-,344000
8300,4,2,2,0,-,344000
8301,3,1,0,0,-,344000
8302,4,1,1,0,-,344000
8303,4,1,1,0,-,344000
8304,4,1,1,0,-,344000
8305,3,3,1,0,-,344000
8306,4,3,0,0,-,344000
8307,3,2,0,0,-,344000
8308,3,3,1,0,-,344000
8309,4,0,1,0,-,344000
8310,3,1,1,0,-,344000
8311,2,1,0,0,-,344000
8312,4,1,0,0,-,344000
8313,3,2,2,0,-,344000
8314,4,2,0,0,-,344000
8315,3,2,1,0,-,344000
8316,4,4,1,0,-,344000
8317,3,0,1,0,-,344000
8318,4,4,1,0,-,344000
8319,3,3,1,0,-,344000
8320,4,2,0,0,-,344000
8321,3,3,2,0,-,344000
8322,4,3,0,0,-,344000
8323,3,1,1,0,-,344000
8324,4,2,1,0,-,344000
8325,3,0,1,0,-,344000
8326,4,2,1,0,-,344000
8327,3,2,1,0,-,344000
8328,4,2,0,0,-,344000
8329,3,3,2,0,-,344000
8330,4,3,0,0,-,344000
8331,3,2,1,0,-,344000
8332,4,2,1,0,-,344000
8333,3,1,1,0,-,344000
8334,3,3,0,0,-,344000
8335,3,3,1,0,-,344000
8336,3,1,0,0,-,344000
8337,4,0,2,0,-,344000
8338,3,2,0,0,-,344000
8339,4,3,1,0,-,344000
8340,3,2,1,0,-,344000
8341,4,3,1,0,-,344000
8342,3,1,0,0,-,344000
8343,4,1,2,0,-,344000
8344,3,0,0,0,-,344000
8345,4,3,2,0,-,344000
8346,3,2,0,0,-,344000
8347,4,2,1,0,-,344000
8348,3,1,1,0,-,344000
8349,4,2,1,0,-,344000
8350,3,2,0,0,-,344000
8351,4,0,2,0,-,344000
8352,3,3,0,0,-,344000
8353,4,2,2,0,-,344000
8354,3,2,0,0,-,344000
8355,4,2,1,0,-,344000
8356,3,3,1,0,-,344000
8357,4,1,1,0,-,344000
8358,3,2,0,0,-,344000
8359,4,1,2,0,-,344000
8360,3,2,0,0,-,344000
8361,4,2,2,0,-,344000
8362,3,2,0,0,-,344000
8363,4,3,1,0,-,344000
8364,3,3,1,0,-,344000
8365,4,2,1,0,-,344000
8366,3,1,0,0,-,344000
8367,4,1,2,0,-,344000
8368,3,3,0,0,-,344000
8369,4,3,2,0,-,344000
8370,3,1,0,0,-,344000
8371,4,3,1,0,-,344000
8372,3,2,1,0,-,344000
8373,3,3,1,0,-,344000
8374,3,1,0,0,-,344000
8375,3,2,2,0,-,344000
8376,2,2,0,0,-,344000
8377,4,3,2,0,-,344000
8378,3,2,1,0,-,344000
8379,4,2,0,0,-,344000
8380,3,3,2,0,-,344000
8381,3,0,0,0,-,344000
8382,3,0,1,0,-,344000
8383,4,2,1,0,-,344000
8384,3,2,1,0,-,344000
8385,4,1,0,0,-,344000
8386,3,2,1,0,-,344000
8387,3,1,0,0,-,344000
8388,3,1,2,0,-,344000
8389,4,0,0,0,-,344000
8390,3,3,1,0,-,344000
8391,3,1,1,0,-,344000
8392,3,0,1,0,-,344000
8393,4,3,0,0,-,344000
8394,3,3,1,0,-,344000
8395,3,2,0,0,-,344000
8396,4,2,2,0,-,344000
8397,3,3,0,0,-,344000
8398,4,3,1,0,-,344000
8399,3,1,1,0,-,344000
8400,4,1,1,0,-,344000
8401,3,3,0,0,-,344000
8402,4,1,2,0,-,344000
8403,3,3,0,0,-,344000
8404,4,1,2,0,-,344000
8405,3,2,0,0,-,344000
8406,4,2,1,0,-,344000
8407,3,1,1,0,-,344000
8408,4,3,1,0,-,344000
8409,3,2,0,0,-,344000
8410,4,2,2,0,-,344000
8411,3,3,0,0,-,344000
8412,4,2,2,0,-,344000
8413,3,1,0,0,-,344000
8414,4,1,1,0,-,344000
8415,3,2,1,0,-,344000
8416,3,3,1,0,-,344000
8417,2,2,0,0,-,344000
8418,3,2,2,0,-,344000
8419,3,2,0,0,-,344000
8420,4,3,2,0,-,344000
8421,3,0,0,0,-,344000
8422,4,1,1,0,-,344000
8423,3,2,1,0,-,344000
8424,4,2,1,0,-,344000
8425,3,2,0,0,-,344000
8426,4,3,2,0,-,344000
8427,3,1,0,0,-,344000
8428,4,1,2,0,-,344000
8429,3,1,0,0,-,344000
8430,4,0,1,0,-,344000
8431,3,2,1,0,-,344000
8432,4,1,1,0,-,344000
8433,3,2,0,0,-,344000
8434,4,2,2,0,-,344000
8435,3,2,0,0,-,344000
8436,4,2,2,0,-,344000
8437,3,2,0,0,-,344000
8438,4,3,1,0,-,344000
8439,3,1,1,0,-,344000
8440,4,0,1,0,-,344000
8441,3,1,0,0,-,344000
8442,4,3,2,0,-,344000
8443,3,2,0,0,-,344000
8444,4,2,2,0,-,344000
8445,3,2,0,0,-,344000
8446,3,4,1,0,-,344000
8447,3,2,1,0,-,344000
8448,3,1,1,0,-,344000
8449,3,3,0,0,-,344000
8450,3,2,1,0,-,344000
8451,5,3,2,0,-,344000
8452,3,2,0,0,-,344000
8453,4,3,2,0,-,344000
8454,3,2,0,0,-,344000
8455,4,0,2,0,-,344000
8456,3,0,0,0,-,344000
8457,4,2,1,0,-,344000
8458,3,0,1,0,-,344000
8459,4,4,1,0,-,344000
8460,3,1,0,0,-,344000
8461,3,3,2,0,-,344000
8462,3,1,0,0,-,344000
8463,3,2,2,0,-,344000
8464,2,2,0,0,-,344000
8465,3,2,1,0,-,344000
8466,3,2,1,0,-,344000
8467,4,2,1,0,-,344000
8468,3,2,0,0,-,344000
8469,4,4,2,0,-,344000
8470,3,2,0,0,-,344000
8471,4,4,2,0,-,344000
8472,3,0,0,0,-,344000
8473,4,2,1,0,-,344000
8474,3,3,1,0,-,344000
8475,4,1,1,0,-,344000
8476,3,1,0,0,-,344000
8477,4,0,2,0,-,344000
8478,3,3,0,0,-,344000
8479,4,3,2,0,-,344000
8480,3,2,0,0,-,344000
8481,4,3,1,0,-,344000
8482,3,1,1,0,-,344000
8483,4,1,1,0,-,344000
8484,3,2,0,0,-,344000
8485,4,2,2,0,-,344000
8486,3,2,0,0,-,344000
8487,4,1,2,0,-,344000
8488,3,2,0,0,-,344000
8489,4,3,1,0,-,344000
8490,3,2,1,0,-,344000
8491,4,0,1,0,-,344000
8492,3,1,0,0,-,344000
8493,4,1,2,0,-,344000
8494,3,1,0,0,-,344000
8495,4,2,2,0,-,344000
8496,3,2,0,0,-,344000
8497,4,3,1,0,-,344000
8498,3,2,1,0,-,344000
8499,3,2,1,0,-,344000
8500,3,1,0,0,-,344000
8501,3,1,2,0,-,344000
8502,3,1,0,0,-,344000
8503,3,2,1,0,-,344000
8504,3,1,0,0,-,344000
8505,3,2,1,0,-,344000
8506,3,2,1,0,-,344000
8507,3,0,1,0,-,344000
8508,3,3,0,0,-,344000
8509,3,1,2,0,-,344000
8510,4,1,0,0,-,344000
8511,3,1,1,0,-,344000
8512,4,2,1,0,-,344000
8513,3,1,1,0,-,344000
8514,4,1,1,0,-,344000
8515,3,2,1,0,-,344000
8516,4,3,0,0,-,344000
8517,3,3,2,0,-,344000
8518,4,3,0,0,-,344000
8519,3,3,1,0,-,344000
8520,4,4,1,0,-,344000
8521,3,0,1,0,-,344000
8522,4,2,1,0,-,344000
8523,3,1,0,0,-,344000
8524,3,0,0,0,-,344000
8525,3,2,2,0,-,344000
8526,4,2,1,0,-,344000
8527,3,2,0,0,-,344000
8528,4,3,2,0,-,344000
8529,3,2,0,0,-,344000
8530,4,3,2,0,-,344000
8531,3,1,0,0,-,344000
8532,4,2,1,0,-,344000
8533,3,3,1,0,-,344000
8534,4,4,1,1,-,344000
8535,3,3,0,0,-,344000
8536,4,2,2,0,-,344000
8537,3,3,0,0,-,344000
8538,4,2,2,0,-,344000
8539,3,3,0,0,-,344000
8540,4,2,1,0,-,344000
8541,3,2,1,0,-,344000
8542,3,3,1,0,-,344000
8543,3,2,0,0,-,344000
8544,3,1,2,0,-,344000
8545,3,2,0,0,-,344000
8546,3,1,1,0,-,344000
8547,4,0,1,0,-,344000
8548,3,3,1,0,-,344000
8549,4,3,1,0,-,344000
8550,3,1,1,0,-,344000
8551,4,2,0,0,-,344000
8552,3,2,2,0,-,344000
8553,4,2,0,0,-,344000
8554,3,3,1,0,-,344000
8555,4,3,1,1,-,344000
8556,3,3,1,0,-,344000
8557,4,1,1,0,-,344000
8558,3,1,1,0,-,344000
8559,4,3,0,0,-,344000
8560,3,1,2,0,-,344000
8561,4,2,0,0,-,344000
8562,3,1,1,0,-,344000
8563,4,3,1,0,-,344000
8564,3,0,1,0,-,344000
8565,4,1,1,0,-,344000
8566,3,2,1,0,-,344000
8567,4,1,0,0,-,344000
8568,3,2,2,0,-,344000
8569,4,2,0,0,-,344000
