
iter,llc_rd,llc_wr,mem_rd,mem_wr,decision,token
2468,6,1,1,1,R,38480
2469,30,15,7,3,H,-145560
2470,5,2,2,1,-,-40200
2471,0,0,0,0,R,131800
2472,30,14,7,4,H,-56640
2473,6,4,0,0,R,55360
2474,28,16,8,4,H,-119200
2475,6,2,1,1,-,-17720
2476,0,0,0,0,R,154280
2477,31,12,7,3,H,-39760
2478,4,2,1,0,R,86120
2479,29,16,7,4,H,-92320
2480,6,4,0,0,R,19680
2481,27,18,8,4,H,-144880
2482,7,2,1,1,-,-53400
2483,0,0,0,0,R,118600
2484,28,17,7,3,H,-45440
2485,5,3,1,1,R,66040
2486,29,13,7,3,H,-108000
2487,5,2,2,1,-,-2640
2488,0,0,0,0,R,169360
2489,30,15,6,4,H,-12960
2490,7,3,1,0,R,82920
2491,29,15,8,4,H,-101640
2492,5,1,0,0,R,20360
2493,27,17,8,4,H,-144200
2494,6,2,1,1,-,-42720
2495,0,0,0,0,R,129280
2496,29,15,7,3,H,-44760
2497,4,2,2,1,R,70600
2498,29,17,6,3,H,-97320
2499,5,3,1,0,R,18560
2500,29,15,8,4,H,-166000
2501,5,3,0,0,-,-44000
2502,0,0,0,0,R,128000
2503,29,10,8,4,H,-56560
2504,8,3,1,1,R,24920
2505,29,16,7,3,H,-149120
2506,4,1,2,1,-,-33760
2507,0,0,0,0,R,138240
2508,28,19,6,3,H,-19680
2509,7,2,2,1,R,65680
2510,29,16,6,3,H,-102240
2511,4,1,1,0,R,23640
2512,30,13,8,4,H,-170920
2513,6,2,1,1,-,-69440
2514,0,0,0,0,R,102560
2515,30,15,7,3,H,-81480
2516,5,1,2,1,R,23880
2517,29,15,8,4,H,-160680
2518,6,3,0,0,-,-48680
2519,0,0,0,0,R,123320
2520,28,16,8,4,H,-51240
2521,8,4,1,1,R,30240
2522,28,14,7,3,H,-133800
2523,8,0,2,1,-,-58440
2524,0,0,0,0,R,113560
2525,29,16,6,3,H,-54360
2526,5,4,1,0,R,61520
2527,28,17,7,4,H,-106920
2528,7,3,0,0,-,-4920
2529,0,0,0,0,R,167080
2530,29,15,8,4,H,-17480
2531,6,4,2,1,R,77880
2532,29,17,6,3,H,-90040
2533,6,1,1,0,R,15840
2534,28,17,7,4,H,-152600
2535,5,3,0,0,-,-30600
2536,0,0,0,0,R,141400
2537,30,13,8,4,H,-53160
2538,9,4,2,1,R,12200
2539,28,15,6,3,H,-145720
2540,5,1,2,1,-,-40360
2541,0,0,0,0,R,131640
2542,29,17,6,3,H,-36280
2543,6,1,1,0,R,69600
2544,29,14,8,4,H,-114960
2545,5,3,0,0,R,7040
2546,28,16,8,4,H,-167520
2547,7,2,1,1,-,-76040
2548,0,0,0,0,R,95960
2549,32,11,7,4,H,-112480
2550,4,2,1,0,R,13400
2551,28,18,7,4,H,-155040
2552,7,1,1,0,-,-59160
2553,0,0,0,0,R,112840
2554,28,16,8,4,H,-61720
2555,5,3,1,1,R,49760
2556,29,16,7,3,H,-124280
2557,5,2,1,1,-,-12800
2558,0,0,0,0,R,159200
2559,28,16,7,3,H,-4840
2560,7,3,1,1,R,86640
2561,30,14,7,3,H,-97400
2562,6,4,2,0,R,2360
2563,28,19,6,3,H,-155560
2564,4,3,1,0,-,-29680
2565,0,0,0,0,R,142320
2566,28,18,7,4,H,-26120
2567,8,1,1,0,R,59760
2568,31,11,8,4,H,-144800
2569,4,1,2,1,-,-29440
2570,0,0,0,0,R,142560
2571,29,16,6,3,H,-25360
2572,5,3,1,0,R,90520
2573,29,16,7,4,H,-87920
2574,8,5,0,0,R,4080
2575,28,14,7,4,H,-164360
2576,6,3,0,0,-,-52360
2577,0,0,0,0,R,119640
2578,29,15,8,4,H,-64920
2579,7,3,1,1,R,26560
2580,30,14,7,3,H,-157480
2581,5,4,2,1,-,-52120
2582,0,0,0,0,R,119880
2583,30,14,7,4,H,-68560
2584,5,2,0,0,R,53440
2585,29,14,8,4,H,-131120
2586,7,5,2,1,-,-45760
2587,0,0,0,0,R,126240
2588,30,14,7,4,H,-62200
2589,4,2,1,0,R,63680
2590,32,10,8,4,H,-150880
2591,7,4,2,1,-,-65520
2592,0,0,0,0,R,106480
2593,28,18,6,3,H,-51440
2594,2,1,1,0,R,94440
2595,30,14,7,3,H,-89600
2596,7,4,2,0,R,160
2597,27,20,6,3,H,-147760
2598,5,3,1,0,-,-31880
2599,0,0,0,0,R,140120
2600,29,16,7,4,H,-38320
2601,6,5,0,0,R,73680
2602,30,13,8,4,H,-120880
2603,5,3,2,1,-,-15520
2604,0,0,0,0,R,156480
2605,30,14,7,4,H,-31960
2606,7,2,0,0,R,70040
2607,29,14,8,4,H,-114520
2608,6,2,2,1,-,-19160
2609,0,0,0,0,R,152840
2610,30,16,6,3,H,-25080
2611,7,4,1,0,R,70800
2612,28,15,6,3,H,-87120
2613,3,1,2,1,R,38240
2614,30,15,6,4,H,-144080
2615,6,2,1,0,-,-38200
2616,0,0,0,0,R,133800
2617,28,17,7,4,H,-34640
2618,5,3,0,0,R,87360
2619,29,14,8,4,H,-97200
2620,5,3,1,1,R,14280
2621,28,17,7,3,H,-149760
2622,5,3,2,1,-,-44400
2623,0,0,0,0,R,127600
2624,30,15,6,4,H,-54720
2625,6,2,1,0,R,51160
2626,31,12,8,4,H,-153400
2627,6,2,2,1,-,-58040
2628,0,0,0,0,R,113960
2629,29,17,6,3,H,-53960
2630,5,1,1,0,R,61920
2631,29,17,6,3,H,-106000
2632,5,2,2,1,-,-640
2633,0,0,0,0,R,171360
2634,29,15,8,4,H,-13200
2635,9,4,1,1,R,58280
2636,31,13,7,3,H,-135760
2637,5,3,2,0,-,-26000
2638,0,0,0,0,R,146000
2639,29,14,8,4,H,-38560
2640,6,2,1,1,R,62920
2641,31,13,7,3,H,-131120
2642,4,2,1,0,-,-5240
2643,0,0,0,0,R,166760
2644,29,14,8,4,H,-17800
2645,7,2,1,1,R,73680
2646,30,14,7,3,H,-110360
2647,3,2,2,1,R,15000
2648,29,13,6,3,H,-152920
2649,5,2,1,0,-,-37040
2650,0,0,0,0,R,134960
2651,29,14,8,4,H,-49600
2652,6,5,1,1,R,51880
2653,29,16,7,3,H,-122160
2654,6,5,2,1,-,-26800
2655,0,0,0,0,R,145200
2656,30,14,7,4,H,-43240
2657,5,4,0,0,R,78760
2658,28,16,8,4,H,-95800
2659,6,3,1,1,R,5680
2660,31,13,7,3,H,-188360
2661,4,2,1,0,-,-62480
2662,0,0,0,0,R,109520
2663,29,15,8,4,H,-75040
2664,8,2,0,0,R,16960
2665,27,16,6,4,H,-135360
2666,4,1,1,0,-,-9480
2667,0,0,0,0,R,162520
2668,29,15,8,4,H,-22040
2669,8,3,0,0,R,69960
2670,27,18,8,4,H,-94600
2671,4,1,0,0,R,37400
2672,28,16,8,4,H,-137160
2673,6,5,1,1,-,-35680
2674,0,0,0,0,R,136320
2675,29,16,7,3,H,-37720
2676,4,1,2,1,R,77640
2677,30,15,6,4,H,-104680
2678,6,2,1,0,R,1200
2679,30,13,8,4,H,-193360
2680,6,4,1,1,-,-91880
2681,0,0,0,0,R,80120
2682,29,16,7,3,H,-93920
2683,6,4,2,1,R,1440
2684,26,18,6,3,H,-136480
2685,7,4,1,1,-,-45000
2686,0,0,0,0,R,127000
2687,29,16,7,3,H,-47040
2688,6,2,2,1,R,48320
2689,31,13,7,4,H,-150120
2690,5,4,0,0,-,-28120
2691,0,0,0,0,R,143880
2692,28,16,8,4,H,-30680
2693,6,3,1,1,R,70800
2694,30,15,7,3,H,-113240
2695,3,2,2,1,R,12120
2696,31,13,7,4,H,-186320
2697,6,3,0,0,-,-74320
2698,0,0,0,0,R,97680
2699,29,15,8,4,H,-86880
2700,6,4,1,1,R,14600
2701,27,15,7,3,H,-139440
2702,6,4,1,1,-,-37960
2703,0,0,0,0,R,134040
2704,28,18,7,3,H,-30000
2705,7,5,2,1,R,55360
2706,29,16,6,3,H,-112560
2707,6,3,1,0,-,-6680
2708,0,0,0,0,R,165320
2709,29,16,7,4,H,-13120
2710,5,3,0,0,R,108880
2711,29,14,8,4,H,-75680
2712,7,2,2,1,R,9680
2713,30,14,7,4,H,-178760
2714,5,2,0,0,-,-56760
2715,0,0,0,0,R,115240
2716,29,14,8,4,H,-69320
2717,8,3,2,1,R,6040
2718,30,15,6,4,H,-176280
2719,5,3,1,0,-,-60400
2720,0,0,0,0,R,111600
2721,26,18,6,3,H,-26320
2722,7,6,2,1,R,59040
2723,30,15,7,3,H,-125000
2724,7,2,0,0,-,-23000
2725,0,0,0,0,R,149000
2726,29,14,8,4,H,-35560
2727,7,4,2,1,R,49800
2728,29,16,6,3,H,-118120
2729,4,2,1,0,R,7760
2730,29,15,8,4,H,-176800
2731,6,2,0,0,-,-64800
2732,0,0,0,0,R,107200
2733,30,13,8,4,H,-87360
2734,5,2,2,1,R,18000
2735,31,12,8,4,H,-186560
2736,6,3,0,0,-,-74560
2737,0,0,0,0,R,97440
2738,28,14,7,4,H,-71000
2739,5,2,0,0,R,51000
2740,28,16,8,4,H,-123560
2741,8,1,1,1,-,-42080
2742,0,0,0,0,R,129920
2743,29,15,7,3,H,-44120
2744,4,3,2,1,R,71240
2745,31,11,8,4,H,-133320
2746,7,4,1,1,-,-41840
2747,0,0,0,0,R,130160
2748,31,13,7,3,H,-63880
2749,5,0,2,0,R,45880
2750,29,15,8,4,H,-138680
2751,5,3,0,0,-,-16680
2752,0,0,0,0,R,155320
2753,29,15,8,4,H,-29240
2754,6,3,2,1,R,66120
2755,30,15,6,4,H,-116200
2756,5,2,1,0,-,-320
2757,0,0,0,0,R,171680
2758,30,12,8,5,H,-27280
2759,7,4,1,1,R,64200
2760,28,17,7,3,H,-99840
2761,9,5,2,1,-,-34480
2762,0,0,0,0,R,137520
2763,30,15,6,4,H,-44800
2764,5,1,1,0,R,71080
2765,29,14,8,4,H,-113480
2766,7,1,1,1,-,-22000
2767,0,0,0,0,R,150000
2768,31,13,7,3,H,-44040
2769,5,3,2,0,R,65720
2770,28,17,7,4,H,-102720
2771,6,3,0,0,R,9280
2772,27,18,8,4,H,-155280
2773,8,4,1,1,-,-73800
2774,0,0,0,0,R,98200
2775,27,15,7,3,H,-55840
2776,7,3,1,1,R,35640
2777,30,14,7,3,H,-148400
2778,5,1,2,1,-,-43040
2779,0,0,0,0,R,128960
2780,29,14,8,4,H,-55600
2781,7,3,1,1,R,35880
2782,31,12,7,3,H,-158160
2783,4,2,1,0,-,-32280
2784,0,0,0,0,R,139720
2785,29,15,8,4,H,-44840
2786,6,5,0,0,R,67160
2787,28,16,8,4,H,-107400
2788,5,4,1,1,R,4080
2789,28,18,7,3,H,-159960
2790,8,0,2,1,-,-84600
2791,0,0,0,0,R,87400
2792,26,18,6,3,H,-50520
2793,6,4,1,1,R,50960
2794,28,17,7,3,H,-113080
2795,7,3,2,1,-,-27720
2796,0,0,0,0,R,144280
2797,30,14,7,4,H,-44160
2798,6,2,0,0,R,67840
2799,29,14,8,4,H,-116720
2800,7,3,2,1,-,-31360
2801,0,0,0,0,R,140640
2802,30,13,7,4,H,-47800
2803,5,1,0,0,R,74200
2804,28,16,8,4,H,-100360
2805,6,2,1,1,R,1120
2806,30,15,7,3,H,-182920
2807,4,1,2,1,-,-67560
2808,0,0,0,0,R,104440
2809,28,18,6,3,H,-53480
2810,8,3,2,0,R,26280
2811,27,15,7,4,H,-132160
2812,6,2,2,1,-,-36800
2813,0,0,0,0,R,135200
2814,30,14,7,3,H,-48840
2815,7,3,0,0,R,53160
2816,30,13,8,4,H,-141400
2817,5,3,2,1,-,-36040
2818,0,0,0,0,R,135960
2819,30,13,7,4,H,-52480
2820,7,3,0,0,R,49520
2821,29,14,8,4,H,-135040
2822,6,2,2,1,-,-39680
2823,0,0,0,0,R,132320
2824,28,18,6,3,H,-25600
2825,6,1,2,1,R,69760
2826,28,17,7,4,H,-98680
2827,7,3,0,0,R,3320
2828,29,13,6,4,H,-169000
2829,7,3,1,0,-,-73120
2830,0,0,0,0,R,98880
2831,28,18,7,4,H,-69560
2832,8,2,0,0,R,22440
2833,29,14,8,4,H,-162120
2834,9,2,2,1,-,-96760
2835,0,0,0,0,R,75240
2836,31,11,8,4,H,-129320
2837,6,1,1,1,-,-27840
2838,0,0,0,0,R,144160
2839,31,13,7,3,H,-49880
2840,6,3,1,0,R,56000
2841,29,14,8,4,H,-128560
2842,4,2,0,0,R,3440
2843,28,16,8,4,H,-171120
2844,7,6,1,1,-,-79640
2845,0,0,0,0,R,92360
2846,30,15,7,3,H,-91680
2847,2,0,1,1,R,49800
2848,29,16,7,3,H,-124240
2849,5,3,2,1,-,-18880
2850,0,0,0,0,R,153120
2851,30,14,7,4,H,-35320
2852,7,3,0,0,R,66680
2853,29,14,8,4,H,-117880
2854,6,3,2,1,-,-22520
2855,0,0,0,0,R,149480
2856,30,15,6,4,H,-32840
2857,4,1,1,0,R,93040
2858,28,17,7,4,H,-75400
2859,7,6,0,0,R,26600
2860,29,14,8,4,H,-157960
2861,6,4,2,0,-,-58200
2862,0,0,0,0,R,113800
2863,30,14,7,4,H,-74640
2864,6,3,0,0,R,37360
2865,26,16,7,4,H,-111080
2866,6,4,0,0,R,920
2867,29,16,8,2,H,-174840
2868,7,4,2,1,-,-89480
2869,0,0,0,0,R,82520
2870,28,18,6,3,H,-75400
2871,3,1,2,1,R,49960
2872,31,11,8,4,H,-154600
2873,5,3,0,0,-,-32600
2874,0,0,0,0,R,139400
2875,28,16,8,4,H,-35160
2876,5,2,1,1,R,76320
2877,30,14,7,3,H,-107720
2878,6,1,2,2,-,-16760
2879,0,0,0,0,R,155240
2880,30,14,8,4,H,-39320
2881,4,4,0,0,R,92680
2882,28,13,8,4,H,-81880
2883,6,3,0,0,R,30120
2884,29,15,8,4,H,-154440
2885,7,2,1,1,-,-62960
2886,0,0,0,0,R,109040
2887,28,17,7,3,H,-55000
2888,6,2,2,1,R,40360
2889,29,16,6,3,H,-127560
2890,5,1,1,0,-,-11680
2891,0,0,0,0,R,160320
2892,28,17,7,4,H,-8120
2893,6,2,0,0,R,103880
2894,28,16,8,4,H,-70680
2895,5,3,1,1,R,40800
2896,31,13,7,3,H,-153240
2897,8,4,2,0,-,-73480
2898,0,0,0,0,R,98520
2899,30,13,8,4,H,-96040
2900,6,1,1,1,R,5440
2901,30,11,7,3,H,-178600
2902,6,2,2,1,-,-83240
2903,0,0,0,0,R,88760
2904,29,17,6,3,H,-79160
2905,5,3,2,0,R,30600
2906,32,10,8,4,H,-183960
2907,6,5,2,1,-,-88600
2908,0,0,0,0,R,83400
2909,29,17,6,3,H,-84520
2910,4,2,1,0,R,41360
2911,29,14,8,4,H,-143200
2912,7,2,1,1,-,-51720
2913,0,0,0,0,R,120280
2914,28,18,7,3,H,-43760
2915,6,1,2,1,R,51600
2916,29,16,6,3,H,-116320
2917,8,4,1,0,-,-30440
2918,0,0,0,0,R,141560
2919,26,18,6,3,-,3640
2920,35,23,9,5,H,-251440
2921,7,5,0,0,-,-149440
2922,0,0,0,0,R,22560
2923,27,18,8,4,H,-142000
2924,7,2,0,0,-,-40000
2925,0,0,0,0,R,132000
2926,28,16,8,4,H,-42560
2927,5,3,1,1,R,68920
2928,28,17,7,3,H,-95120
2929,5,2,2,1,R,10240
2930,30,14,7,4,H,-178200
2931,5,3,0,0,-,-56200
2932,0,0,0,0,R,115800
2933,29,14,8,4,H,-68760
2934,6,3,1,1,R,32720
2935,31,13,7,3,H,-161320
2936,6,5,1,0,-,-55440
2937,0,0,0,0,R,116560
2938,27,16,6,3,H,-31360
2939,8,5,2,1,R,44000
2940,29,16,6,3,H,-123920
2941,4,2,1,0,R,1960
2942,29,14,8,4,H,-182600
2943,6,3,1,1,-,-81120
2944,0,0,0,0,R,90880
2945,28,17,7,3,H,-73160
2946,5,3,2,1,R,32200
2947,31,13,7,4,H,-166240
2948,6,2,0,0,-,-54240
2949,0,0,0,0,R,117760
2950,31,12,8,4,H,-86800
2951,5,2,2,1,R,18560
2952,29,16,6,3,H,-149360
2953,8,3,1,0,-,-63480
2954,0,0,0,0,R,108520
2955,27,16,6,4,H,-43800
2956,6,4,1,0,R,62080
2957,29,15,8,4,H,-122480
2958,9,5,1,1,-,-51000
2959,0,0,0,0,R,121000
2960,30,15,7,3,H,-63040
2961,4,0,2,1,R,52320
2962,29,17,6,3,H,-115600
2963,5,4,1,0,R,280
2964,30,13,8,4,H,-194280
2965,5,3,1,1,-,-82800
2966,0,0,0,0,R,89200
2967,31,13,7,3,H,-104840
2968,6,2,2,0,-,-5080
2969,0,0,0,0,R,166920
2970,30,13,8,4,H,-27640
2971,6,3,1,1,R,73840
2972,30,14,7,3,H,-110200
2973,4,2,1,1,R,11280
2974,29,17,7,3,H,-162760
2975,8,4,2,1,-,-87400
2976,0,0,0,0,R,84600
2977,30,15,6,4,H,-97720
2978,6,2,1,0,R,8160
2979,29,14,8,4,H,-176400
2980,5,3,1,1,-,-64920
2981,0,0,0,0,R,107080
2982,30,14,7,3,H,-76960
2983,6,1,2,1,R,18400
2984,30,13,8,4,H,-176160
2985,5,3,1,1,-,-64680
2986,0,0,0,0,R,107320
2987,30,15,7,2,H,-72320
2988,6,3,2,1,R,23040
2989,30,13,8,4,H,-171520
2990,6,3,1,1,-,-70040
2991,0,0,0,0,R,101960
2992,25,19,6,3,H,-25960
2993,7,3,0,0,R,76040
2994,29,15,8,4,H,-108520
2995,6,4,1,1,-,-7040
2996,0,0,0,0,R,164960
2997,29,15,7,3,H,-9080
2998,6,4,2,1,R,86280
2999,29,17,6,3,H,-81640
3000,5,1,2,0,R,28120
3001,31,12,8,4,H,-176440
3002,6,4,1,1,-,-74960
3003,0,0,0,0,R,97040
3004,30,15,7,3,H,-87000
3005,5,1,2,1,R,18360
3006,29,16,7,4,H,-160080
3007,6,1,0,0,-,-48080
3008,0,0,0,0,R,123920
3009,27,14,8,4,H,-40640
3010,5,3,0,0,R,81360
3011,28,16,8,4,H,-93200
3012,8,5,1,1,-,-11720
3013,0,0,0,0,R,160280
3014,29,16,7,3,H,-13760
3015,4,2,2,1,R,101600
3016,30,15,6,4,H,-80720
3017,7,5,1,0,R,15160
3018,29,16,7,4,H,-163280
3019,5,1,0,0,-,-41280
3020,0,0,0,0,R,130720
3021,28,16,8,4,H,-43840
3022,6,2,1,1,R,57640
3023,30,14,7,3,H,-126400
3024,5,2,2,1,-,-21040
3025,0,0,0,0,R,150960
3026,29,16,7,4,H,-27480
3027,8,5,0,0,R,64520
3028,25,19,6,3,H,-63400
3029,4,2,2,1,R,51960
3030,29,16,6,3,H,-115960
3031,7,4,1,0,-,-20080
3032,0,0,0,0,R,151920
3033,30,13,8,4,H,-42640
3034,5,3,1,1,R,68840
3035,32,11,7,4,H,-139600
3036,8,2,1,0,-,-53720
3037,0,0,0,0,R,118280
3038,28,18,7,4,H,-50160
3039,7,6,0,0,R,51840
3040,28,16,8,4,H,-122720
3041,6,1,1,1,-,-21240
3042,0,0,0,0,R,150760
3043,30,14,7,3,H,-33280
3044,3,1,2,1,R,92080
3045,30,14,7,4,H,-96360
3046,4,1,1,0,R,29520
3047,29,17,6,3,H,-138400
3048,4,3,1,0,-,-12520
3049,0,0,0,0,R,159480
3050,29,15,8,4,H,-25080
3051,9,3,1,1,R,46400
3052,28,17,7,3,H,-117640
3053,5,0,2,1,-,-12280
3054,0,0,0,0,R,159720
3055,30,14,7,4,H,-28720
3056,5,4,0,0,R,93280
3057,31,12,8,4,H,-111280
3058,5,2,1,1,R,200
3059,30,15,7,3,H,-183840
3060,5,2,2,1,-,-78480
3061,0,0,0,0,R,93520
3062,30,15,6,4,H,-88800
3063,6,3,0,0,R,23200
3064,27,16,6,3,H,-124720
3065,5,1,1,0,-,-8840
3066,0,0,0,0,R,163160
3067,28,16,7,4,H,-5280
3068,5,3,0,0,R,116720
3069,28,16,8,4,H,-57840
3070,8,4,2,1,R,17520
3071,30,14,7,4,H,-170920
3072,5,2,0,0,-,-48920
3073,0,0,0,0,R,123080
3074,28,16,8,4,H,-51480
3075,7,3,1,1,R,40000
3076,28,18,7,3,H,-124040
3077,5,5,2,1,-,-18680
3078,0,0,0,0,R,153320
3079,30,13,7,4,H,-35120
3080,7,4,0,0,R,66880
3081,29,11,8,4,H,-117680
3082,6,2,1,1,-,-16200
3083,0,0,0,0,R,155800
3084,29,15,7,3,H,-18240
3085,6,2,2,1,R,77120
3086,30,15,6,4,H,-105200
3087,5,2,0,0,R,16800
3088,27,17,8,4,H,-147760
3089,6,3,0,0,-,-35760
3090,0,0,0,0,R,136240
3091,30,13,8,4,H,-58320
3092,5,1,2,1,R,47040
3093,30,16,6,3,H,-130880
3094,6,3,1,0,-,-25000
3095,0,0,0,0,R,147000
3096,30,13,8,4,H,-47560
3097,5,2,1,1,R,63920
3098,28,17,7,3,H,-100120
3099,8,4,2,1,-,-24760
3100,0,0,0,0,R,147240
3101,27,16,6,3,H,-680
3102,6,2,1,1,R,100800
3103,29,16,7,3,H,-73240
3104,6,3,2,1,R,22120
3105,29,17,6,3,H,-145800
3106,4,2,1,0,-,-19920
3107,0,0,0,0,R,152080
3108,28,17,7,4,H,-16360
3109,6,3,0,0,R,95640
3110,29,15,8,4,H,-88920
3111,5,3,1,1,R,22560
3112,30,15,7,3,H,-161480
3113,5,4,2,1,-,-56120
3114,0,0,0,0,R,115880
3115,30,15,6,4,H,-66440
3116,5,1,1,0,R,49440
3117,28,17,7,4,H,-119000
3118,6,3,1,0,-,-13120
3119,0,0,0,0,R,158880
3120,28,17,7,4,H,-9560
3121,3,3,0,0,R,132440
3122,28,17,7,4,H,-36000
3123,6,3,0,0,R,76000
3124,30,13,8,4,H,-118560
3125,5,2,2,1,-,-13200
3126,0,0,0,0,R,158800
3127,30,14,7,4,H,-29640
3128,6,3,0,0,R,82360
3129,30,13,8,4,H,-112200
3130,6,3,2,1,-,-16840
3131,0,0,0,0,R,155160
3132,30,16,6,3,H,-22760
3133,6,4,1,0,R,83120
3134,29,14,8,4,H,-101440
3135,5,4,0,0,R,20560
3136,27,16,6,3,H,-127360
3137,5,3,1,0,-,-11480
3138,0,0,0,0,R,160520
3139,29,14,8,4,H,-24040
3140,6,4,1,1,R,77440
3141,28,18,7,3,H,-86600
3142,5,4,1,1,R,24880
3143,30,15,7,3,H,-159160
3144,4,2,2,1,-,-43800
3145,0,0,0,0,R,128200
3146,29,16,6,3,H,-39720
3147,5,2,1,0,R,76160
3148,29,15,8,4,H,-108400
3149,5,2,0,0,R,13600
3150,28,17,8,4,H,-160960
3151,7,3,1,1,-,-69480
3152,0,0,0,0,R,102520
3153,30,14,7,3,H,-81520
3154,2,1,1,1,R,59960
3155,28,16,7,3,H,-104080
3156,7,2,2,1,-,-18720
3157,0,0,0,0,R,153280
3158,30,15,6,4,H,-29040
3159,6,2,0,0,R,82960
3160,27,18,8,4,H,-81600
3161,6,4,0,0,R,30400
3162,29,14,8,4,H,-154160
3163,6,3,2,1,-,-58800
3164,0,0,0,0,R,113200
3165,29,16,6,3,H,-54720
3166,5,3,1,0,R,61160
3167,29,14,8,4,H,-123400
3168,8,3,1,1,-,-41920
3169,0,0,0,0,R,130080
3170,29,16,7,3,H,-43960
3171,8,5,2,1,R,31400
3172,30,12,6,3,H,-146520
3173,5,2,2,0,-,-36760
3174,0,0,0,0,R,135240
3175,29,16,7,4,H,-43200
3176,6,3,0,0,R,68800
3177,28,16,8,4,H,-105760
3178,5,3,1,1,R,5720
3179,31,12,7,3,H,-188320
3180,5,2,1,0,-,-72440
3181,0,0,0,0,R,99560
3182,29,15,8,4,H,-85000
3183,6,3,1,1,R,16480
3184,28,18,7,3,H,-147560
3185,7,4,2,1,-,-62200
3186,0,0,0,0,R,109800
3187,31,12,8,4,H,-94760
3188,6,1,0,0,R,17240
3189,27,15,7,4,H,-141200
3190,9,3,0,0,-,-59200
3191,0,0,0,0,R,112800
3192,29,15,8,4,H,-71760
3193,6,2,1,1,R,29720
3194,31,13,7,3,H,-164320
3195,5,3,1,0,-,-48440
3196,0,0,0,0,R,123560
3197,28,18,7,4,H,-44880
3198,6,1,0,0,R,67120
3199,28,15,8,5,H,-111840
3200,5,3,1,1,-,-360
3201,0,0,0,0,R,171640
3202,29,16,7,3,H,-2400
3203,4,3,2,1,R,112960
3204,30,15,6,4,H,-69360
3205,5,2,1,0,R,46520
3206,28,19,6,3,H,-111400
3207,5,5,1,0,R,4480
3208,27,16,6,3,H,-143440
3209,6,2,2,1,-,-48080
3210,0,0,0,0,R,123920
3211,30,15,6,4,H,-58400
3212,5,2,0,0,R,63600
3213,28,17,8,4,H,-110960
3214,7,2,1,1,-,-19480
3215,0,0,0,0,R,152520
3216,31,13,7,3,H,-41520
3217,4,2,1,0,R,84360
3218,29,15,8,4,H,-100200
3219,7,3,1,1,-,-8720
3220,0,0,0,0,R,163280
3221,28,17,7,3,H,-760
3222,5,2,2,1,R,104600
3223,30,14,7,4,H,-83840
3224,7,2,0,0,R,18160
3225,26,19,7,4,H,-130280
3226,6,2,1,0,-,-24400
3227,0,0,0,0,R,147600
3228,28,19,6,3,H,-10320
3229,9,4,1,0,R,65560
3230,29,16,7,4,H,-112880
3231,7,3,0,0,-,-10880
3232,0,0,0,0,R,161120
3233,31,12,8,4,H,-43440
3234,5,3,2,1,R,61920
3235,30,14,7,4,H,-126520
3236,5,4,0,0,-,-4520
3237,0,0,0,0,R,167480
3238,28,17,8,4,H,-7080
3239,7,4,1,1,R,84400
3240,30,14,7,3,H,-99640
3241,6,2,2,1,-,-4280
3242,0,0,0,0,R,167720
3243,31,11,8,4,H,-36840
3244,8,2,1,1,R,44640
3245,28,14,7,3,H,-119400
3246,5,4,0,0,R,2600
3247,28,16,8,4,H,-171960
3248,8,3,1,1,-,-90480
3249,0,0,0,0,R,81520
3250,30,15,7,3,H,-102520
3251,3,2,2,1,R,22840
3252,27,19,6,3,H,-125080
3253,4,3,2,1,-,-9720
3254,0,0,0,0,R,162280
3255,30,14,7,4,H,-26160
3256,3,2,0,0,R,115840
3257,31,11,8,4,H,-88720
3258,5,3,1,1,R,22760
3259,30,14,7,3,H,-161280
3260,5,4,2,1,-,-55920
3261,0,0,0,0,R,116080
3262,29,17,6,3,H,-51840
3263,5,3,1,1,R,59640
3264,29,16,7,3,H,-114400
3265,5,1,2,1,-,-9040
3266,0,0,0,0,R,162960
3267,28,18,6,3,-,5040
3268,38,18,10,5,H,-286160
3269,8,3,2,1,-,-210800
3270,0,0,0,0,-,-38800
3271,0,0,0,0,R,133200
3272,30,13,7,4,H,-55240
3273,5,1,0,0,R,66760
3274,27,18,8,4,H,-97800
3275,8,2,1,1,-,-16320
3276,0,0,0,0,R,155680
3277,29,16,7,3,H,-18360
3278,4,1,2,1,R,97000
3279,30,13,7,4,H,-91440
3280,6,2,0,0,R,20560
3281,28,12,8,4,H,-154000
3282,7,4,1,1,-,-62520
3283,0,0,0,0,R,109480
3284,30,15,7,3,H,-74560
3285,6,1,2,1,R,20800
3286,30,14,7,4,H,-167640
3287,3,3,0,0,-,-25640
3288,0,0,0,0,R,146360
3289,28,17,7,4,H,-22080
3290,8,4,0,0,R,69920
3291,28,17,8,4,H,-104640
3292,6,1,1,1,-,-3160
3293,0,0,0,0,R,168840
3294,31,12,7,3,H,-25200
3295,5,3,1,0,R,90680
3296,28,17,7,4,H,-77760
3297,7,3,0,0,R,24240
3298,27,15,7,4,H,-134200
3299,7,6,0,0,-,-32200
3300,0,0,0,0,R,139800
3301,28,16,8,4,H,-34760
3302,7,3,1,1,R,56720
3303,31,14,7,2,H,-132920
3304,6,0,2,1,-,-37560
3305,0,0,0,0,R,134440
3306,29,15,8,4,H,-50120
3307,4,2,0,0,R,81880
3308,28,16,8,4,H,-92680
3309,7,3,1,1,-,-1200
